User Name,replyCount,postID,userID,content
Daniel Gray,0,z13vcna5fv3hd1iob04cffq4xr2mi1ugznw0k,107089293586389881823,Camera pr0n - Check!  Gun pr0n - Check! iPhone 5C getting blown to bits - Check!
Greg Allen,0,z135gdh5ttfytfwly23ztdwbfwmbhf2eh,116522576923394129818,http://active-technologies.com/content/iphone-must-have-stealthy-cases-check-it-out iPhone Must Have Stealthy Cases - You Know You Want It! The wannabe spy in us all will be delighted by the existence of these iPhone cases with stealthy, secret compartments. We found 10 covers that cunningly conceal slimline storage space within their confines, giving you a private place for cash, bank or ID cards, keys and important notes written in invisible ink.
MyApple,0,z12eunmb5rj0zbztm235tb3bnwrqtzpfn,113344688753893836381,Gry z Amigi na iPhone&#39;a i iPada
PhoneArena,0,z130cnkqjnm4xr0bw04cdzohpoehsv3q4jc,102163340143270457880,Best read it later apps for iPhone, iPad, Android and Windows Phone http://ow.ly/2AxLK9
APLatestNews - India(English),0,z12ktxdpwuerdrfpr04cilwgfrykjjdrv1k,112503330044576926651,iPhone 5s hands-on review(NDTV) - Video - ... http://ow.ly/2AxM2J
World Rss News,0,z12uefhg1tqfjrus423mdzwpyuzzzzgib04,117185445172205367303,iPhone 6 to have 4.8-inch retina display: Analyst Indian Express http://ow.ly/2AxMYu
Best Apps for #iPhone and #iPad,0,z13edrdx4uqhy313m22ezp44xzqxi1idn,109001859189933961166,Xbox Avatar 360 - #App #Social #Networking #Xbox #AvatarAvatar 360 is fast and easy to use. Simply enter your Gamertag and Avatar 360 will download your avatar from the internet. Next you select from over 20 different backgrounds* to place behind your avatar! Features &amp;bull; Camera Support &amp;bull; Over 20 Background Included* &amp;bull; Quick loading Backgrounds &amp;bull; Background Scaling &amp;bull; Avatar Position is Adjustable &amp;bull; Avatar Size is Adjustable &amp;bull; Gamertag... http://ow.ly/2AxOi1
buyfast1,0,z13xwjoxhkifiztzs04cebv5yzfpj1wjrgo,107561966056623081767,Lollimobile.com iPhone 4 Case Closeout Sale, 50% Off All Discontinued Inventory
iLadies,0,z12axrta1oa4jfp0b22rcfa5mwnfdh1ij04,114593875029296412132,#AppleNews Mobislyder: Shoot Cinematic Tracking Shots With Your iPhone http://ow.ly/2AxOPl
tarmahamad sodha,0,z135itgiuvmxznuzg04cc1nydsrlsroqlto0k,113781930029591680537,plz help me &quot; i tour from thilend 1janyuaary ,parches in iphone 5 but not use my sim card ,plz indian sim card how to use in iphone 5
Jonny Zhamat,0,z12yhhgjmrimg5kw104cfv1antieu1zp4fk,113604398454470592996,iPhone 6 - Bigger Phone
Rabindra Kumar Dash,0,z133wpxyxl3yxd3xz04cdvp55yvtevlbf4c,115638524663161352187,Check out WhatsApp Messenger for Android, iPhone, Nokia, BlackBerry and Windows Phone. Download it today from http://whatsapp.com/dl/
Debbie Turner,0,z121hn0awrfdcvedz22pur3i0p32vllfh,105651887459386876330,Do you think a display size of around 4.8-inches would be perfect for the iPhone 6?
W LI,0,z12mvbsqrrntgzdwj04ci3wjnzbcx5tz0fs,106173858865953724500,Forget the iPhone 5S, let&#39;s talk about the iPhone 6
Faisal Feroze,0,z13cjzca2p2vy5brs04cczeiblrxhvurxkc0k,104607192561662786835,Apple, it’s not just the iPhone 5S — the 5C sensors aren’t accurate either Today, after no comments from Apple, I also tested my iPhone 5C and discovered similar issues: As you can see, the bubble level is reporting that my laptop is, actually, level (I had to add some old business cards under the left back of my MacBook Air to ac...
Jim Roal,0,z12iylto2mqidzenl22hgltycl2zgvqnj,106546049736195742074,Finally a decent vertical on this subject. For too long the security companies have been hyping up Android security so they can sell antivirus apps. If you just stick with the Play Store for your apps you will be fine. Eric Schmidt says Android is more secure than the iPhone, is he right? http://www.androidauthority.com/android-more-secure-than-iphone-281248/
Jonny Zhamat,0,z12edbejfwqmuza0p22ysdoyfmqkjxd2w,113604398454470592996,Android more secure than iPhone, says Google&#39;s Schmidt
Custom Iphone Applications,0,z13hyb24jly2spihr04cf5zzqrfoclyr1h4,118247424713234207873,Do you have an interesting idea which you want to convert into a cell phone app? What to do if you do not know how to make cell phone apps? Well, in that case, you can rely on #CustomiPhoneApplications for developing and marketing your application. #iphone
Centralpoint.nl,0,z12lyh4rlxbej3lts23cgzgadvfdznhyd04,110349526155352204939,Kleur is meer dan alleen looks. Kleur maakt een statement. En dat is precies wat de iPhone 5c is met zijn opvallende kleuren. De Apple iPhone 5c is nu in diverse kleuren op voorraad bij Centralpoint.nl: http://bit.ly/15T0o9s
Grant Johnston,0,z12qc5dhrtrfjx32122dsnhypmbetdgi504,108963526135373977961,Great iPhone 5 .PSD templates for free.
Princeton Macintoush Users' Group,0,z13rzve5kyu0udz0n22syhmg1vnkjhhur,116552480939745733964,Capturing the Aura of the Scottish Highlands With the iPhone 5s – PROOF
shikhar gairola,0,z13vc3jwtpf5zdll4222sbv5gqrpino0q,110615697663556184382,Iphone 5s camera appraised by the National Geographic phtographer The famous national geographer  Jim Richardson who is famous for his dramatic pictures tested the picture and the snapping quality of the apple iphone 5s.. He said that the apple iphone 5s camera is very much capable and is good enough than the previous cam...
Shuja Ali,0,z13wyr4gsrewt3wki22lwhmwfw3udlfce,103882028036580035487,http://thelatestsmartphone.com/iphone-5s-takes-the-moto-x/
Hey You App / HeyYouApp,0,z13oirrjqqefjbf2g23whvshgmi4gtcfo,110580070839897086994,[US] Today Free » @heyyouapp Ultra Toolbox All in 1 | #Utilities #iPhone #App $0.99↓ #Free | #heyyouapp iPhone App »
Patrick Fulgado,0,z122hfppjub3erjpw04ch52rxtnmtj1isfc,115839950040518842140,
Vaibhav100ish,0,z12bfz555krvvzo3m22mgjeocre3vbdrh04,115967602001725762869,
haitham el essawy,0,z13hwbvjfrixgx0vx23bsdd51kfhgnoga04,101123309244071069896,Very Special price on Apple iPhone 5 (16 GB, WiFi, Black &amp; Slate) Apple iPhone 5 (16 GB, WiFi, Black &amp; Slate), Very Special price In Egypt : 4899 L.E Description of Apple iPhone 5 (16 GB, WiFi, Black &amp; Slate) The iPhone 5 smartphone in liquid metal Black and Slate finish delivers ground breaking trends with its style and ...
Junior Garcia,0,z12qjrh5xmv2wh1z104chfsaqmnvd3hzuoc0k,110449414264758083897,
Flipsy.com,0,z13ygdewsovhyjvdk22mcrg5yqe3x1nof04,109764416367215481446,
CrazyMikesapps - App Reviews, App Videos & More!,0,z122gtoppzb4stoxg04ccjpjrpbjzpywn4k,101656651889783272259,New post (FIFA 14, What You Need To Know iPhone App Video Review) has been published on CrazyMikesapps
Gadgetsin,0,z131djy4tnvpsn5uh221cpf5hnm3txfi004,111063798233470467171,Griffin Survivor Clear iPhone 5c Case http://gadgetsin.com/griffin-survivor-clear-iphone-5c-case.htm
iPadPad & iPhonPhone,0,z13aczariwj1epjbb04ccp2zhquwjf3xhfc,112455164055844173686,National Geographic Photographer Praises iPhone 5s Camera National Geographic photographer Jim Richardson took his iPhone 5s to Scotland and, after taking 4,000 photographs, called the camera on the device &quot;very capable&quot; with pictures that &quot;didn’t look like I was having to settle for second best because it was a m...
OpenXcell INC,0,z13xf5cbrre2eh51b222ydfpcqbofp3sc,110412542471964860868,Openxcell tops the chart, grabs the best iPhone application development company position across India !
Raghib Jamil,0,z13sdnprnkbyffsty23ezhy5ox3yvzprh04,108884421392031080459,10 killer disadvantages of using IPHONE There is no offense that I hate apple product even I still am using an iPhone . For 2 years I have been using the iPhone and its great to use. The reason why I am showing about the disadvantage of the iPhone is according to today&#39;s technology I mean compari...
Priya lovely,0,z12utffpiryctj2ho04cehawwn25fzuxguc0k,112895412354871721068,iPhone Mobile Gsm Phones Helpline Toll Free Number iPhone Customer Care service #  1-800-694-7466(All India)
MacKozer.pl,0,z13sc5cykqrnz3cep23bgtspfmzaxdgca,112166469697924423008,iPhone 5S w Plusie http://myap.pl/nA
Lubashky Dut.,0,z12ce1hxku3kyfkpf04cfrugaxvds3tgl20,101015697955052589798,#Apple #iPhone6
Lakshay Pahuja,0,z13ai1fq4yfrf3h4r04cc5brpu3hudtqug4,105554960343140814647,APPLE iPhone first presentation by steve jobs
GeekSays,0,z12lvb4gxyakj3azv04ccd3rnurbcxr5ftk0k,108610109825431247687,How many likes and sahres for iPhone 5s Gold ???
Playboy,1,z124cpnjnqayixnoy04cdv5yqv3ey5li2ow0k,108330879683865530444,#Playboy for iPhone presents, Playmate Redux with @missnov98. [watch]: http://ply.by/oA6kmX
Jay Payne,0,z12ujtzztp3iz1lyf04cctwjck33ftcqjh0,107985431922124428194,This could mean real problems  for $AAPL.   Sensor data and processing are probably the number one reason to buy the new iPhone 5s.    I hope this turns out to be a software glitch and can be easily fixed with an update.
Ferdinand Angeles,0,z12nwtuqfwvwu3cgi04ch54gbnjmjzviuxg0k,103211837284555052995,#TheMobiMag
Chrisma Tan,0,z123grzjkq2yhh3ax04cenahrme5shvxarc0k,117741553035464559465,&lt; Forbidden Love ～the unforgivable couple～ &gt;　 android: http://en.kindanlove.com/android iphone: http://en.kindanlove.com/iphone
Ramjee LakshmiNarayanan,0,z13egrpp2wyddveoj04cc5oabyqpd1mid34,117562017596761550360,Eric Schmidt calls Android &#39;more secure than the iPhone&#39; http://www.theverge.com/2013/10/7/4814422/eric-schmidt-says-android-is-more-secure-than-iphone
mazlum sun,0,z13ugv3bbzmdcfoht04ccdpbdyeedhsql0k,106429026960320375769,
iPhone Einstein,0,z13cvhzrrv2zi3xbr04cddyods3ehj3h2og0k,114239116447948706410,Basis Science raises an additional $11.75M for its wristwatch health tracker http://ow.ly/2AxSXK
janiy roi,0,z13vvfshyra0t3g5204cgtdxxky2jzvw4cw,106637358428019213982,New iOS7 Application Development Does Not Go Well With iPhone 4 Users
Shpetim Bajrami,0,z121xnwx3rnoghnze04cinrr4sebjxrhryc0k,116130866322758929754,#iOS market share lost ground to #Android in September despite #iPhone 5s, 5c launches
Pentagon Consultancy Services,0,z12ywp55olvqu1iid04cfjki1li5t1nrru40k,101110270401566832825,The Cheapest Iphone Ever .... :)
iPhone Hacks,0,z12tyba5gwzmvrwc123exv3rfqrqyxtly,109738304996236336412,
buyfast1,0,z13vjragrpreuxrvn22lytjruxfsj3xv5,107561966056623081767,ProtectCELL Launches Affordable Protection Plans for iPhone 5S http://ow.ly/2Ay2dB
Joomla PHP iPhone Apps Development WideVision Technologies,0,z120sp0heqm1u1uti23wgxxzosqpgzix204,115970234354982622144,design and upload a slot machine for iPad/iPhone for $450
Lapaneta Omar,0,z13yvj2wdlrryh2xk04cezfpmrixsjxb3c0,112607952792710856752,Price Down Entel Chile iPhone 2G, 3G, 3GS, 4G ,4Gs,5G,5S,5C www.fonec.net www.gsmegypt.mobi Price Down Entel Chile iPhone 2G, 3G, 3GS, 4G ,4Gs,5G,5S,5C www.fonec.net www.gsmegypt.mobi
iPhone in Canada Blog,0,z13qg5lj3tn4vfzso225sjijwszvzxaxc04,104718127865152586666,La Presse Expects “Meagre” $40M iPad Investment Recouped in 18-24 Months http://ow.ly/2Ay4dX
Tradebilly Classifieds,0,z12xfhhh2oixch1z304cerwwhrautjzi4q40k,110547524372789401364,New Apple iPhone 5s 64gb Location: Doha, Qatar Price: $ 650 Call: +97430165813 The Apple iphone 5s is the latest phones from the Apple company and comes with the latest iOS7. The phones are brand new unlocked original with the complete manufacturer accessories in it sealed factory box and comes with 1year international warranty and a 90days return policy. Delivery: DHL,...
Hey You App / HeyYouApp,0,z13oirrjqqefjbf2g23whvshgmi4gtcfo,110580070839897086994,[US] Today Free » @heyyouapp Ultra Toolbox All in 1 | #Utilities #iPhone #App $0.99↓ #Free | #heyyouapp iPhone App »
The iOS Post,0,z13sjbzh3k22dzwza04cgfbqqsjscv2iltg0k,109908634685354835730,New iOS Post - Camera+ for iPhone Updated with Full Resolution on Burst Mode, New Effects Pack
Today's iPhone,0,z13cu3uw5sjhxt2je04ceb2bdsbcurkiytc0k,117701847760556213751,I bet you&#39;ve never wanted to buy a smoke detector as much as you do now... http://www.todaysiphone.com/2013/10/nest-reinvents-the-smoke-detector-makes-it-smart-iphone-connect-able-and-beautiful/
Visual Impact Systems - Advertising and Marketing,0,z133tdqitqf3whklh22khxop3lalir5gj04,110476018621996174568,7 Issues With the iPhone 5s and iOS 7 — And How to Deal With Them: Battery Drain; iMessage Woes; Typing Delays; more http://ow.ly/pz7go
CrazyMikesapps - App Reviews, App Videos & More!,0,z122gtoppzb4stoxg04ccjpjrpbjzpywn4k,101656651889783272259,New post (FIFA 14, What You Need To Know iPhone App Video Review) has been published on CrazyMikesapps
iPadPad & iPhonPhone,0,z13aczariwj1epjbb04ccp2zhquwjf3xhfc,112455164055844173686,National Geographic Photographer Praises iPhone 5s Camera National Geographic photographer Jim Richardson took his iPhone 5s to Scotland and, after taking 4,000 photographs, called the camera on the device &quot;very capable&quot; with pictures that &quot;didn’t look like I was having to settle for second best because it was a m...
Adrian Woizik,0,z122jlhbhruhe1flt22wsdmhrsipfjl22,102062030062876900225,Good, I don&#39;t have to make fun of Eric anymore.. the audience did that for me already...   http://www.zdnet.com/googles-schmidt-android-more-secure-than-iphone-7000021670/
OpenXcell INC,0,z13xf5cbrre2eh51b222ydfpcqbofp3sc,110412542471964860868,Openxcell tops the chart, grabs the best iPhone application development company position across India !
